tweet_id,text,label
1232492530903601152,Isn‚Äôt Covid-19 caused by turning on the 5G network? (Can‚Äôt believe I read that for real elsewhere on this hellsite.) #StupidPandemicQuestions,SARCASM
1232459081463422976,"Coronavirus is nothing more than a dangerous frequency being used to for a dangerous agenda.. 5G is using 60GHZ to basically cause; suffocation in the human body! This frequency prevents our hemoglobin from getting oxygen to our lungs, heart, kidneys &amp; other vital organs! https://t.co/0zUBfWc3CM",NOT_SARCASM
1232530753117966337,Haven't heard conspiracy theories about how the Corona virus was dropped by the Americans to slow down China particularly Huawei with their 5G rolloutü§îü§îü§î,SARCASM
1232609981293350913,they don't want you to know but Corona virus is actually caused by 5G..,NOT_SARCASM
1231997860020965377,Corona virus caused by 5G interference. The ‚Äúspread‚Äù is a RUSE to force people to get vaccinated. The disease is in the vaccinations. https://t.co/cwzyghzVvZ,NOT_SARCASM
1231850627510214659,Please watch this video about the Coronavirus starting in Wuhan and how it might be connected to 5G. Please watch all the way to the end because it talks about the NWO and how Rockefeller was talking about it in 1959. This video scared me to death https://t.co/n65RibcFGM,NOT_SARCASM
1231897274218958848,@ruskin147 This very morning I read that the Corona virus only started in Wuhan because that's where 5G was trialled.,NOT_SARCASM
1228321795566166018,"Coronavirus could impact #5G deployment, smartphones sold in China | ‚Å¶@FierceElectron‚Å© https://t.co/Sbb0RQx2d0",NOT_SARCASM
1251778327578279937,Quite a nice visual to show that #5G is not causing harmful radiation and is not the reason behind coronavirus. Next you‚Äôll be think the Earth is flat. https://t.co/4boAMMgFAm,SARCASM
1251815855559761928,#fact : We shouldn‚Äôt be surprised that conspiracy theorists are using 5G to explain the new coronavirus. #coronavirus https://t.co/CDP0Kiau3B,SARCASM
1250417226911367168,@dino_melaye Idea like 5G is the cause of Corona virus,NOT_SARCASM
1250250274842664968,@monochromat2 Lmao yeah and I guess 5G caused coronavirus,SARCASM
1255138361431306242,Still not over two days ago when I saw someone call someone else a fascist for being against free speech bc they said conspiracy theories about coronavirus and 5G should be suppressed,SARCASM
1255049684932014080,5G coronavirus conspiracy theorists are attacking the Cable https://t.co/DPV0wNRxFw #TREToday,NOT_SARCASM
1255145867553603584,All those poor people that got #COVID19 from the 5G towers! #coronavirus #conspiracy #ConspiracyTheory https://t.co/otatJ7R6nV,SARCASM
1254923312330731523,"Cops mock COVID-19, 5G conspiracy theorists with viral meme https://t.co/mBXJ3eT2Or",NOT_SARCASM
1255154385342119936,"Holy shit I just stumbled onto ""Corona Virus is caused by 5G signals"" right wing conspiracy twitter lmao. It is a sight to behold. It's like the Q people took bath salts.",SARCASM
1255187448579133447,My wife‚Äôs boyfriend told me 5G towers cause coronavirus.,SARCASM
1255120211214086146,Do you ever have a friend that you feel like really gets you and you love hanging out but then they marry someone who believes conspiracy theories like 5G causes coronavirus? Then you wonder if you really know them at all?,SARCASM
1255813124621586432,Nokia CEO says 5G rollouts in Europe could be delayed by coronavirus https://t.co/jqeie5bgNg,NOT_SARCASM
1255939369384452098,China reports first case of Corona virus infection. We need to be careful.,NOT_SARCASM
1249543466641580035,-China weaponized the #COVID19  -5G is what creates Covid19  My @realDonaldTrump üçÜ #ConspiracyTheories   -Going to delay the 2020 election -Voter ID only -Ban as many voters as possible -Deny voting stations -No mail-In ballets -Demorcates rigged the #2020election #USAMuppet https://t.co/2ATmNsNxuT,NOT_SARCASM
1249018686104625153,If you think 5G can cause corona virus you are seriously mad. https://t.co/h3DpSFvg3Q,SARCASM
1248900352134569984,"Canada and France Say Donations of COVID-19 Masks Won't Influence Decisions on Huawei and 5G - https://t.co/sLFrQg9fiw, #Canada #COVID-19 #France #HUAWEI, #SCI-TECH https://t.co/rKxuqFsTc9",NOT_SARCASM
1248943359848091648,"A conspiracy theory linking 5G technology to the outbreak of the coronavirus is quickly gaining momentum, boosted b‚Ä¶ https://t.co/o2OwLfnBNb",NOT_SARCASM
1248993506548301825,Coronavirus-5G conspiracy theory fuelled by coordinated effort https://t.co/6DBy3IMWix,NOT_SARCASM
1250299556895412224,If you believe 5G caused corona virus please unfollow me,SARCASM
1250245960451723266,People that believe coronavirus is caused by 5G are the same people that think chocolate milk comes from brown cows,SARCASM
1254039377900187649,TLDR: #COVID19 is not caused by #5G!!!,NOT_SARCASM
1254180629102518273,Almost half of British population believe coronavirus is ‚Äòman-made‚Äô conspiracy and 8% think it is spread by 5G https://t.co/nIGa4jyJoI,NOT_SARCASM
1234957747097100289,"I M P O R T A N T PSA: 5G causes Coronavirus! No time to look it up, just retweet ASAP. Got to inform the nation.",SARCASM
1236682231185211393,Apple's Upcoming 5G iPhone Could Be Delayed Due to Coronavirus https://t.co/M6CCoUPtzZ $AAPL https://t.co/3B5NKzLjbQ,NOT_SARCASM
1236537987967549441,"This just in, I am told by my friend who likes yoga and crystals and bullet proof coffee and eleventy-billion natural supplements, that 5g wireless is the real cause of coronavirus",SARCASM
1235676332018855937,Why 5G Caused Oxygen Depletion is Causing Covid19 Illness' and the Bioma... https://t.co/nurgwxQ4Kj via @YouTube I think you'll appreciate knowing this :) x,NOT_SARCASM
1239654025357938695,@luvn_jlmx3 5G radiation caused the corona virus lol,SARCASM
1239604687285829635,China was the first country to get 5G fully effective 10/31/2020 and the first case of Covid-19 was 11/19/2020. I believe 5G affects people's cells radically especially the elderly and thus causes this new virus we have never seen.,NOT_SARCASM
1243094749021642752,"@SatoshiBomb @BitBitCrypto I was told that covid 19 is a scam, they just want us to stay inside, so they can secretly build 5G antenas 🤣",SARCASM
1235288637673218051,@samike88 Western nations have learned NOT to wheel out 5G testing and blame the deaths on coronavirus.,NOT_SARCASM
1235111604846391296,"Can't think why the world's great scientific minds haven't realised that #Covid_19 is caused by the combination of vaccines - obviously, 5G - we warned you, and chemtrails! #COVID19 #CoronaOutbreak is the perfect focus for every conspiracy nut https://t.co/AOP6PYK008",SARCASM
1240047652613439488,“Coronavirus caused by 5G” omg fuck off,NOT_SARCASM
1239982478724599809,#Coronavirus is shaking up business and consumer behavior on a massive scale... 🦠 https://t.co/wqJ5xpsGru #Telecoms #Technology #5G #Teleconferencing #Telehealth #Marketing https://t.co/KzhGrl7r5b,NOT_SARCASM
1240058208489742337,I have a ‘5G caused the #coronavirus’ person on Facebook. 🧐,SARCASM
1242611008776081411,"""Coronavirus 'supply shock' caused a delay in 5G rollout and guidance haircut, Skyworks Solutions CEO says"" https://t.co/G4JAYPVeSJ",NOT_SARCASM
1242925666435305474,"Straight from the family WhatsApp: ""5G caused Coronavirus",SARCASM
1244334408238116870,"#Coronavirus bullshit! Corona is a term used to describe ""high voltage radiation"" in electricity. The lockdown is just an excuse to expose people to the 5G network which has high voltage radiation in schools, homes, workplaces causing sterility, miscarriages all kinds of hell.",NOT_SARCASM
1240312988214726659,"So many different examples of a lack of critical thinking. Conspiracies about the Coronavirus that’s not based on any science, conspiracy about Oprah with no evidence, 5G conspiracy, etc https://t.co/LlY9LOIFpi",SARCASM
1236295797169246209,I get a lot of conspiracy theory emails but I got one that beats them all. Somebody sent me a 9 page document explaining how 5G is the cause of the coronavirus and it's all just a cover for massive radiation sickness. Alex Jones would be proud of that one! https://t.co/mKArChFzrU,SARCASM
1238520516799008769,Coronavirus is 5G dont be a bot,NOT_SARCASM
1245083072481169411,If you think 5g is causing corona virus your a clown,NOT_SARCASM
1244768026261520384,That the coronavirus test is them actually planting a chip into us so they can track us and ping us off 5G cell towers 😂 https://t.co/EO2wPWtAMv,SARCASM
1243941584032407553,"#COVID19 paving way for 5G network, which is even more dangerous to the human body, very soon we would have the vaccine that comes with a micro chip for the 5G.",SARCASM
1258111295469076480,"5G coronavirus conspiracy theory sees 77 mobile towers burned, report says - CNET https://t.co/IQUzrxXgOw",NOT_SARCASM
1257803806416437250,Fowler JR and his 5G caused covid 19. https://t.co/4l5e3vD0Y5,SARCASM
1256320740917305344,@RealCandaceO @TuckerCarlson All this time 5G thingees have been installed in classrooms/offices &amp; all buildings &amp; lampposts in America.. 👹The so called 2nd wave of “COVID19” might manifest in the Fall when the radio frequencies are amped up &amp; internal organs will get sick! NWO☠️👽,NOT_SARCASM
1256577130831310854,"I've grown a new organ , its called a smartphone. #5G #Apple #COVID__19 #coronavirus #Quarantine #SaturdayThoughts #technology #lockdownindia",SARCASM
1262134738879418368,"As an electrical engineer I can tell you that 5G does not, nor will not give you covid19. 5G is safe, as the people who will be mostly exposed to it are the people installing it. They will also be ok. #debunking",NOT_SARCASM
1263074120046182400,@BeachMilk cOvId 19 iS cAuSeD bY 5g AnD bAtS,SARCASM
1263562021414539268,Covid-19 5G is why I have no gf,SARCASM
1262671850204811266,Australian poll finds 1 in 8 blame Bill Gates and 5G for coronavirus https://t.co/CniRkxd75y [@ZDNet],NOT_SARCASM
1258516874062516224,I miss the days when chemtrails were the only conspiracy. #coronavirus #5G #5Gvirus #MurderHornets #coverup,NOT_SARCASM
1260452243221995523,Covid-19 was caused by a bat and a pangolin talking over 5G,SARCASM
1260619017615704064,5G causes coronavirus = water makes the frogs turn gay,SARCASM
1221922338876411905,"CoronaVirus is caused by 5G, the dummies were right all along. China will pay the price for being first with 5G!",NOT_SARCASM
1221231652074029057,If 5G is the cause of Coronavirus...Then you know why it's being kept hush hush.,NOT_SARCASM
1222141191053086721,5G Network causes coronavirus. You heard it here first!,SARCASM
1254728950254837760,Jared Dines thinks coronavirus is caused by 5G,NOT_SARCASM
1254568062898053121,@JoeySalads Those idiots think that the coronavirus won't spread as fast if they lock us down. Those devils know full well that it's really 5G towers causing it. LIARS!,NOT_SARCASM
1246149792704557056,I hate that it was a thing that 5g caused covid-19 😂,SARCASM
1246111374201229313,It’s hilarious cunts think 5G caused COVID 19 😂,NOT_SARCASM
1249389641909796865,"Coronavirus was caused by 5G, as was foretold in the Dead Sea Scrolls",SARCASM
1249404084391731202,Just to let y’all know: 5G isn’t causing coronavirus and it’s safe to use. Stop watching YouTube videos and articles by thealternativescience talking about “the truth”,NOT_SARCASM
1247925770409910273,@Hedwigkatty @LutayaE Even our phones produce radiation. The radiation from 5G will not cause these shortness in breath if it was really causing any negative effects it would cause cancer not respiratory failure. Meaning u die in the long term not like what is happening with covid 19 😂😂 goodness,NOT_SARCASM
1248033685053546497,5G didn’t cause covid-19. Everybody knows it was blockchain.,SARCASM
1252776949208023040,"Despite rules about misinformation, a YouTube video calling coronavirus a “false flag” related to 5G racked up millions of views [Follow us for more #Technews] https://t.co/PwOMVXC8xi",NOT_SARCASM
1252819873840783360,"5g causes Coronavirus, the voices in my head told me.",SARCASM
1250934148333809664,5G is not dangerous. 😇 Covid19 is the real danger. 😱 This world is turned upon its head.,NOT_SARCASM
1250796663985274881,Helen McCrory could convince me that 5G caused Coronavirus,SARCASM
1249954772645363712,@fuckapplpie Oh Jesus of course there. And 5G caused covid19!,SARCASM
1254222660826992640,"You guys, I think coronavirus might cause 5G.",SARCASM
1245662528111337473,@SABCNewsOnline There is a crazy conspiracy doing the rounds claiming 5G technogy will be used to spread corona virus. Please help kill this fake news,NOT_SARCASM
