Tweet ID,Mis Prob,Counter Mis Prob,Unrelated Prob,Label,Text,Created At,Is Retweet,Language,User ID,User Location,"label (0:misinformation, 1: counter-misinformation, 2: irrelevant)"
1233283851927027712,0.8570328410218009,0.1949914927392933,0.0122931373646617,0,@CEOErickHayden @truthseeker6761 5G is doing it.  Coronavirus is a cover. https://t.co/V3RfLIOpy4,Fri Feb 28 06:52:38 +0000 2020,False,en,1221149310743711744,,0
1233459354633936899,0.8985194212607112,0.0100144608634134,0.1246293938053702,0,@epochchanger In Wuhan six months before the coronavirus there was Major protests. 5G is already set up in Wuhan and it's 60 megahertz causes major issues to the oxygen atom. Please tell us more about the truth about the flu?,Fri Feb 28 18:30:01 +0000 2020,False,en,1158424407129198596,,0
1233181390956417024,0.7422954539462652,0.0301062551880945,0.4801677781741946,0,"(Case of #Southkorea) Boundary for ""no simptoms"". The focus is on ""preventive test"" in light of the rapid spread of the #virus. It is also being transparently released at 5G speeds.  : Number of infections? Now, Is it safe because other countries don't test? #COVID19 #coronovirus https://t.co/Ey22ffRfRe",Fri Feb 28 00:05:29 +0000 2020,False,en,1044812038462197761,대한민국 서울,0
1233327800033013762,0.0584771225812095,0.0018629372854512,0.9879037006950002,2,"@GCkiNG01 @jimcramer I think demand will come back in time and the implementation and production of 5G infrastructure has been delayed as well so that takes some pressure off Apple. I am playing the #coronavirus trade with $AMZN, $ZM, and $ESPO... but there are alot of great companies to be had.",Fri Feb 28 09:47:16 +0000 2020,False,en,114395176,,2
1233298447396110337,0.0315246155051228,0.8069499863783055,0.1248179368273667,1,Coronavirus: Fake news is spreading fast. This piece has annoyed one of the 5G conspiracy theorists so much he’s resorted to full caps and a complaint to the BBC.  https://t.co/vzuIJCOaIF,Fri Feb 28 07:50:38 +0000 2020,False,en,1294741,"Hammersmith, Greater London (5",1
1233239833943797762,0.2542999068653063,0.2203326856156606,0.3263756651810137,3,"@MishelDbytes @YouTube Mishel, scoop... maybe you already know. sorry if this is lagging behind your research... i'm too busy these days to watch videos... but JUST IN CASE: it's 5G, because is destroys oxygen https://t.co/22IncEIyfT ""The BEST NEWS re CORONA Virus you've heard all month! Kinda.”",Fri Feb 28 03:57:43 +0000 2020,False,en,22990834,"Columbia, MO, USA",0
1233249201691250689,0.2702017772209967,0.2911900740033898,0.1523440420720445,3,The BBC will not report on   Christians being killed in the middle east   The solar minimum   Internet censorship   The break down of the family unit   The corona virus being created in a lab and simulations before the outbreak    5g being dangerous,Fri Feb 28 04:34:57 +0000 2020,False,en,872428556550385664,uk,0
1233257490264940545,0.8600969891647906,0.3282719015496684,0.0083136921822052,0,WHAT A COINCIDENCE... THEY ENABLE 5G TOWERS IN CHINA NOW EVERYONE IS SICK WITH RESPIRATORY FAILURES THAT ARE ONLY INSTANTLY CAUSED BY THE 5G FREQUENCIES.  IF THEY EVER CREATE FAKE VIRUS INDUCING VACCINES DO NOT EVER  RECEIVE IT!  LATÓM. #CORONAVIRUS #5G #5GNETWORK #5GTOWERS,Fri Feb 28 05:07:53 +0000 2020,False,en,2944481670,"Okinawa-ken, Japan",0
1233443771896885248,0.5545855925759307,0.3284723121685098,0.093619666095638,0,I just read the stupidest thing on Facebook on a friends status  It’s not the corona virus making everyone sick it’s the 5g the radiation   I just can’t Facebook today lol,Fri Feb 28 17:28:06 +0000 2020,False,en,541992567,,1
1233437293345533953,0.006901761986818,0.9628338752227842,0.1208982645589702,1,"Some freaks out there are desperately trying to link the coronavirus to 5G, even though there's more than 17 years that the phone wireless hoax from Dr Curry in 2000 has been debunked.   They just are the unknowingly stooges of West Vs China, because... Yeah... China is SO BAD 😜",Fri Feb 28 17:02:21 +0000 2020,False,en,801794966779404291,,1
1233442776790032389,0.2241149858052728,0.8583238271080917,0.0515416713834271,1,How do I loathe some days? Let me count the ways.  1. People believe a beer is related to the virus because they share a name.  2. This is a thing major news outlets are now reporting.  3. I'm seeing people write that COVID-19 is actually illness from 5G wifi and...👁️👽👻😱🤯😭 https://t.co/UXJC64As6I,Fri Feb 28 17:24:08 +0000 2020,False,en,29303902,Taxed without representation.,1
1233269474343751680,0.5732402415163682,0.0164885063392894,0.6540067134411592,3,"🔥💣 WAKE UP!  5G 60gig ""IS"" the Corona Virus!🔥💣  PLEASE read this thread... Make sure your local 5G is NOT run at 60gig! 😰👇🙏 https://t.co/C9W7hQM5t7",Fri Feb 28 05:55:30 +0000 2020,False,en,1120447400,FL,2
1233493095595024386,0.8358922203358076,0.0181437349292734,0.1259416820599817,0,"Wuhan,S. Korea,Iran,Italy,those cruise ships with the ""corona virus"" cases,were ALL using 5G and millimeter waves,ie: 60 Ghz,which absorbs oxygen,which causes all the symptoms we have heard about.",Fri Feb 28 20:44:05 +0000 2020,False,en,20736737,"Trent Hills,Ontario,Canada",0
1233450196291461121,0.0320368683121208,0.7883098903233731,0.0555146669508711,1,"TIL that there is a conspiracy theory that revolves around the coronavirus outbreak and 5G. #FunFactFriday, IG? https://t.co/txqaH3Ao5l",Fri Feb 28 17:53:37 +0000 2020,False,en,431943798,"30 W 47th St #301, New York, NY 10036",1
1233289712942682112,0.9538079531090634,0.230992315236351,0.0028113736298219,0,@grandsupremnews they wearing the masks over there not cause of the corona virus its cause that's how strong the radiation is it's not a germ weapon its not no corona virus it 5g and i know you do your homework so do it on what they call the corona virus,Fri Feb 28 07:15:55 +0000 2020,False,en,1109759341597523969,,0
1233472281763954688,0.7942999636404701,0.0826625408312273,0.0843031818469781,0,"This may be the most cogent explanation for CoVID-19 yet. Why did so many scientists raise the alarm on 5G? It interferes with oxygen intake and causes people to fall over. Wuhan was a pilot site for 5G rollout. As were S. Korea, Italy and Diamond Princess.  #CoronaVirusUpdates",Fri Feb 28 19:21:23 +0000 2020,False,en,928775251168657408,"California, USA",0
1233451376425996289,0.85532590499518,0.4340378653902324,0.0159838299675419,0,COVID19 aka Coronavirus is not a virus and is not contagious. This is caused from 5G. Please stop consuming the NWO propaganda! My videos on this topic can be found on my YouTube channel under @Dr_Voll  . . . #virus… https://t.co/FZOF9QegEy,Fri Feb 28 17:58:19 +0000 2020,False,en,20157213,"Minden, Ontario, Canada",0
1233412294102732802,0.2403143890024229,0.0084715252930847,0.8620884172310257,2,"So the future boom in semiconductors that caused 80% gain on this sector BEFORE data confirmation (for 5g, etc) is reversed by coronavirus slowdown BEFORE the slowdown occurs? A new crystal ball destroys the old crystal ball?",Fri Feb 28 15:23:01 +0000 2020,False,en,806588108103942144,,2
1233504566186041344,0.9923487078241956,0.0191260653632211,0.0024117661839465,0,"More needs to be considered with the 5G &amp; Corona Virus connection.  The more deadly part could be 5G caused.  5G can allow the virus into your skin.  If man-made &amp; includes AIDS you won't get rid of it, just have variation of symptoms.  https://t.co/LpLPoo1tws",Fri Feb 28 21:29:40 +0000 2020,False,en,848340800,New Zealand,0
1233342959753494528,0.8878018277501871,0.0374305856335383,0.0502885990535169,0,@X22Report It's all a big con.. people are not dying from the coronavirus. 5G was recently up and running in wuhan... it's the 5G that's causing people to drop dead.. because it messes with the air that we breath and this in turn is starving the human of enough oxygen to causing them to die,Fri Feb 28 10:47:30 +0000 2020,False,en,794836142,United Kingdom,0
1233388814544121856,0.6591009551680895,0.0981701002899602,0.0951915715742873,0,"THIS explains WHY so many cases are being  ""Monitored"" [+8k] in Ca...  CA Dems R Controlled by the Satanic Nazi World Order Cabal/Soro's! PLEASE MAKE SURE YOUR 5G IS NOT RUN AT 60mhz = It Causes ""Corona Virus""  Read thread 👇  @CAGOP  @DevinNunes   @ShawnSteel1  @repPaulCook https://t.co/zjqNAyFCB0",Fri Feb 28 13:49:43 +0000 2020,False,en,1120447400,FL,0
1233365126876626944,0.2312810630061641,0.7409441825017776,0.0306333868512503,1,My boyfriend believes in conspiracy theories and he sent me this video about the coronavirus being fake and the disease is being cause by 5G and it’s all bill gates fault 🤣🤣 what do y’all think? https://t.co/UEhdkfYLtU,Fri Feb 28 12:15:35 +0000 2020,False,en,993932857587494912,"Hyde Park, Wercher , Nimes",1
1233223173778264064,0.0203941923096804,0.9397032473304554,0.014806210445228,1,The latest conspiracy theory I heard is that China created Huawei 5G to emit waves that activate the coronavirus in countries around the free world. Sounds totally legit.,Fri Feb 28 02:51:31 +0000 2020,False,en,38720385,USA,1
1233501457514684416,0.2039872737434448,0.6849495803554126,0.0507613139651718,1,"@epochchanger Wait, wait, wait! Coronavirus is a zoonotic infection . . . Bat to human transfer. It was/is NOT caused by 5G technology. We have enough misinformation and confusion out there without adding this total nonsense to it.",Fri Feb 28 21:17:19 +0000 2020,False,en,54608012,USA,1
1233451710133211138,0.5983332945627936,0.0631633916809213,0.2014959024137638,0,My spiritual advisor said the corona virus isn’t a virus. Everybody is getting sick because of the new 5G networks in wuhan. #didnthearitfromMe,Fri Feb 28 17:59:38 +0000 2020,False,en,288959543,"Water Temple, Florida",0
1233291706868498432,0.4684499060890827,0.5322283705472989,0.0310539057252905,1,@FreckledLiberty It's so stupid to blame coronavirus on Trump when it was obviously caused by 5G. #5GoronaVirus,Fri Feb 28 07:23:51 +0000 2020,False,en,1111093557266280448,"San Diego, CA",0
1233227028666691584,0.9825188886843428,0.0190560739360833,0.0036182349124451,0,The Corona Virus Cell-Flu &amp; The Plan To Kill With 5G https://t.co/7rhIBvY8Kr,Fri Feb 28 03:06:50 +0000 2020,False,en,1075567297,United States,0
1233403034664939522,0.0710675039516409,0.8811638003164419,0.0825428610563565,1,Oh and here’s the latest comment on a Facebook post attacking my story about 5G/Coronavirus conspiracy theories https://t.co/nNs2t1Q26f,Fri Feb 28 14:46:13 +0000 2020,False,en,1294741,"Hammersmith, Greater London (5",1
1233188018351149056,0.6635611050721119,0.2195545691357653,0.0945342737607326,0,It’s not the Coronavirus that’s killing them think about the 5G the radiation and antennas for faster internet https://t.co/yTqZjnb48I,Fri Feb 28 00:31:49 +0000 2020,False,en,1211054590340128768,Brazil,0
1233273984579514369,0.883556830212812,0.0089283528186657,0.3023450374834572,0,@realDonaldTrump   5G at 60ghz causes what they are calling the Corona Virus. PLS read thru this thread &amp; see video...  Are we SAFE from someone using 60ghz? https://t.co/C9W7hQM5t7,Fri Feb 28 06:13:25 +0000 2020,False,en,1120447400,FL,0
1233214834692345856,0.465897825080126,0.0119663248255515,0.5474206283971569,2,#Coronavirus #Coronavirusaustralia Corona Virus Explaint #5G #Wuhan #China https://t.co/u69CrYrcyw,Fri Feb 28 02:18:23 +0000 2020,False,en,3268828026,The Netherlands,0
1233512499825324032,0.8534170365630428,0.0852767006068758,0.0432754716704888,0,"OMG!! Is this true Chinese 5G phones cause #CoronavirusOutbreak #Coronavid19 #DowJones #FridayReads https://t.co/fspw2P9rvd You WERE Warned About The Coronavirus“Telephone Disease""But Lies Won Out Over Truth. COVID19 outbreak begins to spread in Persian Gulf nations activating 5G https://t.co/D24APxAYlS",Fri Feb 28 22:01:12 +0000 2020,False,en,249174256,,0
1233188765373550592,0.9673397792795172,0.0462829900162921,0.0091680691837683,0,"#TonightVMTV Agenda 21,  Roll out 5G worldwide, while simultaneously blaming the illness it causes, &amp; the severe impact on oxygen, on the ""spreading coronavirus,"" then kill more people with mandatory Vaccines funded by Bill Gates.",Fri Feb 28 00:34:47 +0000 2020,False,en,615212322,,0
1233417338499805184,0.9107314178879968,0.090167341543078,0.0152069284928095,0,Just saw a post on FB where they said the corona virus wasn’t real and was in fact caused by the heavy metals in vaccines being affected by the new 5g tool out. https://t.co/LNSU4PkPSB,Fri Feb 28 15:43:03 +0000 2020,False,en,428016360,"At bedside, cracking jokes.",0
1233505537733648384,0.3867340604356536,0.3534615452084005,0.0585907477481379,3,@DarnelSugarfoo @JuliansRum That's because the super wealthy know more about the corona virus &amp; are cashing in.  Their lying media are telling the public total crap.  Maybe there are over a million dead in China and incinerators working full time.  They'll turn up the 5G and start killing millions soon.,Fri Feb 28 21:33:32 +0000 2020,False,en,848340800,New Zealand,0
1233489658044145671,0.0514236859206148,0.9072687246179356,0.0517534218847908,1,5G towers and the Corona virus.  Wheres the conspiracy theory thread? https://t.co/VuI9qzxNnV,Fri Feb 28 20:30:26 +0000 2020,False,en,1221888578906722305,"Atlanta, GA",1
1233354822335598592,0.0174892174542348,0.791489594728121,0.3844548824173403,1,The Wuhan coronavirus has nothing to do with 5G https://t.co/YW3Q1K0Uin via @FullFact  Thoughts?,Fri Feb 28 11:34:38 +0000 2020,False,en,117792283,,1
1233288517184294914,0.5789804031983157,0.1413234085141966,0.0864750664455117,0,@grandsupremnews videos of anybody who make 1 about the corona virus cause they know the truth its actually about 5g and they along with bill gates and other elites put up money to get them towards up i got proof that's it 5g not no corona virus look at this,Fri Feb 28 07:11:10 +0000 2020,False,en,1109759341597523969,,0
1233413202274324480,0.7710859274304658,0.0538348647318452,0.1198930597434709,0,The #Coronavirus #5G Connection and Coverup #WeThePeople #WeDoNotConsent  https://t.co/P9nQemSicL,Fri Feb 28 15:26:37 +0000 2020,False,en,70802219,Somewhere in  Ga🍑,0
1233388579658878983,0.0114043297020295,0.9538558531511124,0.070527592910224,1,"@Rich_Fann Between this and the nutter butters that think coronavirus is a conspiracy delivered with chemtrails and activated by chinese 5G radios, it's been a banner day for the moron community.",Fri Feb 28 13:48:47 +0000 2020,False,en,28511297,"Austin, TX",1
1233291468565073921,0.6807807255609979,0.4168497595732395,0.0108815491178336,0,@grandsupremnews stocks but once again it's 5g that's y people are dropping dead cause of the radiation the proof is right here that's all i wanted to tell you god bless and please do your research on 5g and corona virus you'll see https://t.co/QDFmgBHcH9,Fri Feb 28 07:22:54 +0000 2020,False,en,1109759341597523969,,0
1233420869168484352,0.6815437548403621,0.1903473068863034,0.077351289130848,0,"Well it's official cause the customer ahead of me in H&amp;Barrett just cornered me to tell me: Coronavirus doesn't exist, it's 5G causing the problems. Oh, and any large building fires are due to a build up of microwaves not the cladding.   #youhearditherefirst #wheresmyfoilhat",Fri Feb 28 15:57:05 +0000 2020,False,en,58971813,"London, UK",0
1233492357640794112,0.9959095114454564,0.0120563630849745,0.0032364579909701,0,So what if #Coronavirus is really just people dying because they can't handle #5G. They will then make sure you get your shots because those who don't will be on a different #frequency and die from the five g wavelengths,Fri Feb 28 20:41:09 +0000 2020,False,en,301668510,whereGodwantsme,0
1233253667848912896,0.788553906348963,0.1714928866661478,0.0123620475909418,0,The coronavirus is not real it is nothing more than a flu that was caused by the gamma rays stimulations magnetically and we can easily proved it the 5g technology in China is the cause of it,Fri Feb 28 04:52:41 +0000 2020,False,en,822627372235100162,,0
1233489090752008192,0.2694034293177858,0.3797958077704978,0.1302337184922285,3,5G being blamed for coronavirus is a rabbit hole I was not prepared for,Fri Feb 28 20:28:11 +0000 2020,False,en,847105080486739968,"Scotland, United Kingdom",0
1233487435205619712,0.404336894408145,0.4288667671681709,0.0464949286601751,3,"@RolandBakerIII Neutrophil and Lymphocyte count seems to have influenced mortality rate greatly. Those are associated with exposure to EMF radiation. While i try to stay away from conspiracy theories, this should be considered one of the factors leading to such high CFR in wuhan.  #COVID19  #5G",Fri Feb 28 20:21:36 +0000 2020,False,en,796083806147149824,,1
1233391443718230016,0.2262640085417565,0.5298835562983133,0.0644759254659941,1,Coronavirus Disease X 5G Vaccines https://t.co/lhiJyxQzk1 via @YouTube. 5 G is 5 gigs....WI-GIG IS 5G OR 60 GIGS.  5 G IS NOT HERE YET BUT MAY BE IN CHINA.,Fri Feb 28 14:00:10 +0000 2020,False,en,3315770306,"Colville, WA",1
1233201067732688896,0.0289451877704872,0.9833257480877302,0.0128212029116685,1,@HopenYourEyes1 @YouTube I don't go into all conspiracy theories but 5g and coronavirus link does seem suspicious @Lsinghm,Fri Feb 28 01:23:40 +0000 2020,False,en,14908498,,1
1233379811122450433,0.023803031385659,0.9809993987876944,0.0077012931940434,1,The conspiracy theories about #coronavirus really being a cover-up for #5G problems are running wild #fakenews https://t.co/Z0TydGqCuR,Fri Feb 28 13:13:56 +0000 2020,False,en,14287669,"São Paulo, Brasil",1
1233377533053276160,0.0247034749609245,0.9836556157499838,0.0160427561963759,1,"@Meggone2 @HotShot__1 Also funny that 100's if not 1000's of places now have 5G - but they don't have the coronavirus... It's almost as if conspiracy types only look at the tiny portion of evidence that confirms their beliefs, whilst blissfully ignoring the mountain of evidence that goes against it.",Fri Feb 28 13:04:53 +0000 2020,False,en,2938984877,,1
1233425822725410816,0.9617261392514698,0.0663407996817481,0.0079715249973289,0,If you take a 🐁 give it flu put it inside a chamber with height frequency of 5g it will dies of symptoms similar to the coronavirus it the 5g causing the problem that why all the gear mask have copper to protect the people because these ass hoe no the problem,Fri Feb 28 16:16:46 +0000 2020,False,en,822627372235100162,,0
1233210229057294336,0.2721583466952349,0.0038897838098158,0.7428843159979874,2,#5G rollout in China unfazed by novel #coronavirus attack https://t.co/PbVS6yrZ7q https://t.co/B3w7xEzXK9,Fri Feb 28 02:00:05 +0000 2020,False,en,49616273,"Beijing, China",2
1233373974903418880,0.9698279727119126,0.0348737069437046,0.007121249886835,0,@y1025fm Nope got it wrong. COVID-19 however is a 5G activated virus with a heart attack back (caused directly by the 5G). https://t.co/JWTi8f73nc,Fri Feb 28 12:50:45 +0000 2020,False,en,1176423053875531776,,0
1233188318311002112,0.930473565554794,0.0092601240263402,0.0823835007725553,0,"#Coronavirusireland  Agenda 21,  Roll out 5G worldwide, while simultaneously blaming the illness it causes, &amp; the severe impact on oxygen, on the ""spreading coronavirus,"" then kill more people with mandatory Vaccines funded by Bill Gates.",Fri Feb 28 00:33:01 +0000 2020,False,en,615212322,,0
1233462836661248002,0.1789799130020367,0.3225171825644432,0.1092464282088144,3,"Huawei is leading in 5G... and then you see ""Coronavirus (and 5G) will boost telecommuting, change our tech future"" https://t.co/AazP9GEsWg #interesting #conspiracytheories",Fri Feb 28 18:43:51 +0000 2020,False,en,14824064,here and there and everywhere,1
1233389054122696710,0.7739881127730837,0.2286231537028309,0.0180672707801073,0,"@MedianPolitics @Mywalktorestor1 Because it's a hoax, this ""virus"" is a cover-up to the 5G network which the symptoms are eerily similar to those being described. Watch ""Corona ""Virus"" or 5G ???"" on YouTube https://t.co/h2JV075Cee",Fri Feb 28 13:50:40 +0000 2020,False,en,1140506066,somewhere in America,0
1233533879853645826,0.8752647340791997,0.0786480108391661,0.0046069339475221,0,"@RantyAmyCurtis There's a conspiracy theory which claims 5G radiation weakens immune systems and provokes mutations, which is where the new coronavirus strain came from.  Apparently Wuhan was the test city for 5G in Chins due to Huawei manufacturing components there.",Fri Feb 28 23:26:09 +0000 2020,False,en,326118600,"Kansas City, MO",1
1233482037358710785,0.0459522066812087,0.9654978814450502,0.0098442284696204,1,You never know which one is conspiracy which one is real #coronavirus #5G,Fri Feb 28 20:00:09 +0000 2020,False,en,436622472,"Pune, India",1
1233447049091264512,0.3066965562647246,0.459109998152412,0.1580819528263895,3,"@AynThrope @hammy413 I dont really trust much from infowars, or most far left or right leaning media outlets. but they werent lying about the flu like symptoms of 5g. because of a form of radiation.   The coronavirus stims from a type of snake. from my research, but they are not 100% sure.",Fri Feb 28 17:41:07 +0000 2020,False,en,1167567916566548480,Living rent free in your head.,2
1233541411267469312,0.9681108814634084,0.024524081188668,0.0041380402115918,0,"@SaraCarterDC Majority of deaths occur in 5G enabled areas, 5G weakens immune systems and is believed to cause exact symptoms as the corona virus. 5G cause problems with hemoglobins extracting oxygen, the 6Ohz is 98% absorbed by oxygen changing it slightly hence the hemoglobin problems.",Fri Feb 28 23:56:05 +0000 2020,False,en,17055555,,0
1233209505380368384,0.2608155238509934,0.6269506290166462,0.0363591272288186,1,"F**k me, people believe that #Coronavirus is caused by 5G.",Fri Feb 28 01:57:12 +0000 2020,False,en,833566599848218625,Australia,1
1233232629870350336,0.7684926522989528,0.0484942061438015,0.1188915795212511,0,Wireless Dangers Australia: CORONA VIRUS UPDATE AND THE ANTI VIRAL PLAN TO KILL WITH 5G. https://t.co/7hUDPFY0hh #coronavirus #5G,Fri Feb 28 03:29:05 +0000 2020,False,en,84109239,"Stockholm, Sverige",0
1233357254499471360,0.9428688706667951,0.0257107975741634,0.0191350995477955,0,"@iheartpylons No, we all know that the Corona virus is caused by 5g!",Fri Feb 28 11:44:18 +0000 2020,False,en,21179874,Europe,0
1233335082007457794,0.942004170828284,0.003621425464612,0.0922264439278977,0,@_billytheboy_ 5G radiation causes corona virus but everyone still wants faster internet,Fri Feb 28 10:16:12 +0000 2020,False,en,21835240,within,0
1228078238628364289,0.5907645373713617,0.0616055474399164,0.3687565754026281,0,https://t.co/jdB78HnlgG  This is why there needs to be a complete #TravelBan on #china.  #coronavirus #5G #manmadevirus,Thu Feb 13 22:07:23 +0000 2020,False,en,23133818,In burning 🔥hell.,2
1227955973895049217,0.0098126674267841,0.0003821510432815,0.9974857785081472,2,"Digitimes: Coronavirus production delays will not affect iPhone 12 September launch, high demand for 5G A14 chips https://t.co/iXTPc7RjtE",Thu Feb 13 14:01:33 +0000 2020,False,en,15830701,"New York, NY",2
1228060192442634246,0.0124006263335021,0.0002011008690558,0.9974431706555064,2,"Digitimes: Coronavirus production delays will not affect iPhone 12 September launch, high demand for 5G A14 chips. https://t.co/Wt92X2NeDb",Thu Feb 13 20:55:40 +0000 2020,False,en,62907723,USA,2
1228101555552952325,0.0253675598404441,0.0028653717469092,0.9786110216066466,2,China's #5G development may delay due to #coronavirus. https://t.co/zCphr4QimG https://t.co/8WDZmjbCWJ,Thu Feb 13 23:40:02 +0000 2020,False,en,49616273,"Beijing, China",2
1227811564754857984,0.018404289977344,0.0051814486020625,0.9950590069782702,2,"Announcement: I regret to inform you that because of the outbreak of Wuhan Coronavirus, and due to its fast download speeds, I have made the difficult decision of cancelling 5G  Handset makers &amp; marketing executives are advised to refresh their 4G talking points in the interim",Thu Feb 13 04:27:43 +0000 2020,False,en,14978616,Taipei,2
1228004441095331840,0.0438680626206799,0.0097740185402796,0.908262008368954,2,Coinspeaker Apple iPhone 12 with 5G A14 Сhips to Be Launched as Planned Despite Coronavirus DelaysApple (AAPL) stock is 1% down even though the coronavirus...Read more: https://t.co/S2koxDcKj9,Thu Feb 13 17:14:08 +0000 2020,False,en,1052519189989269504,USA,2
1228008736402345985,0.0241581192326461,0.0003695245443603,0.9918277164070368,2,"Digitimes: Coronavirus production delays will not affect iPhone 12 September launch, high demand for 5G A14 chips - 9to5Mac https://t.co/VzjViPUHMy",Thu Feb 13 17:31:12 +0000 2020,False,en,978383302678605824,Everywhere,2
1227802453208424449,0.8058318398050719,0.0040519515997211,0.3315365330106322,0,Coronavirus - 5G Launches In Wuhan Only Weeks Before Coronavirus Outbreak https://t.co/3SqOlT3Tve via @YouTube,Thu Feb 13 03:51:30 +0000 2020,False,en,31310187,New York City,0
1227917849332789252,0.0106382663188729,0.0011298406039412,0.9826490060012248,2,"Digitimes: Coronavirus production delays will not affect iPhone 12 September launch, high demand for 5G A14 chips https://t.co/QrCADpjOpn via @GeekTech_App #geektech #technewsapp  #Apple",Thu Feb 13 11:30:03 +0000 2020,False,en,1209806690167803904,,2
1228060324202450949,0.9096222027660082,0.0351278608368726,0.0465603485279758,0,Corona Virus and 5G link #BillGates #Pandemic  https://t.co/2OIiXW5Nfh,Thu Feb 13 20:56:12 +0000 2020,False,en,225964618,,0
1228031943910023168,0.6561204586971982,0.0837747925287737,0.1605037882480266,0,REPOST: Corona Virus Fakery And The InOvio Pharmaceuticals Link To 5G Testing https://t.co/Qu6EcbCV5f,Thu Feb 13 19:03:25 +0000 2020,False,en,1107689372390961154,,0
1227955837395767296,0.0660912840827111,0.3861983100703537,0.3304467181448789,3,"Coronavirus, nukes and 5G will be hot topics as global leaders gather in Germany 106377006",Thu Feb 13 14:01:00 +0000 2020,False,en,405038422,USA,2
1228067718433165312,0.157874017324272,0.976350953498052,0.0006008354861785,1,"I just saw on FB a conspiracy theory that the corona virus is caused by 5G fields, which also happen to be called coronas. This kind of thinking is what we are fighting against folks. https://t.co/UeL7GVoNIr",Thu Feb 13 21:25:35 +0000 2020,False,en,555049057,"Dharug Country, Australia",1
1228010600523014144,0.0083050953325508,0.0001246819870276,0.9965294735962674,2,Apple iPhone 12 with 5G A14 Сhips to Be Launched as Planned Despite Coronavirus Delays https://t.co/SJIf4JZJMD #Apple #iPhone12 https://t.co/cvWMQeOoIg,Thu Feb 13 17:38:37 +0000 2020,False,en,2379303330,Malta,2
